IDALOJAMIENTO,COMIDAS,TIPOBANIO,TIPOHABITACION,DTOMESEXTRA,IDENTIFICACIONOPERADORUSUARIO
38213,2,compartido,compartido,60,14530
38214,0,privado,individual,30,41727
38215,1,privado,compartido,9,4183
38216,3,privado,individual,1,19247
38217,3,privado,individual,78,36325
38218,1,privado,compartido,8,36306
38219,0,privado,compartido,92,16745
38220,3,privado,individual,36,45784
38221,0,privado,compartido,71,19522
38222,3,compartido,individual,80,31495
38223,3,compartido,compartido,23,45124
38224,0,privado,compartido,47,23563
38225,0,compartido,compartido,81,35896
38226,1,compartido,individual,69,7767
38227,2,privado,individual,81,17551
38228,0,compartido,compartido,55,35159
38229,3,compartido,compartido,46,8218
38230,2,privado,compartido,12,14456
38231,3,compartido,individual,81,18129
38232,3,compartido,individual,53,25208
38233,1,privado,compartido,77,43960
38234,3,compartido,individual,82,40867
38235,1,privado,individual,46,13275
38236,3,privado,individual,59,5318
38237,0,compartido,individual,12,27431
38238,0,compartido,compartido,62,4545
38239,1,compartido,compartido,34,12993
38240,2,privado,individual,29,21567
38241,1,privado,compartido,20,38683
38242,0,compartido,compartido,80,6192
38243,3,compartido,compartido,20,1874
38244,3,privado,individual,32,29478
38245,1,privado,compartido,48,28642
38246,1,privado,individual,56,44847
38247,3,privado,compartido,96,6214
38248,1,compartido,compartido,52,32691
38249,2,compartido,compartido,34,34306
38250,2,compartido,individual,19,46383
38251,0,compartido,individual,59,13853
38252,1,privado,compartido,30,24836
38253,3,compartido,individual,24,38887
38254,3,privado,compartido,37,11622
38255,1,compartido,compartido,39,18843
38256,3,compartido,compartido,52,37685
38257,3,compartido,compartido,79,31609
38258,3,privado,individual,2,33165
38259,1,compartido,individual,49,16060
38260,1,privado,individual,52,49898
38261,1,compartido,individual,66,19035
38262,1,compartido,individual,38,2840
38263,0,privado,individual,74,20300
38264,1,privado,compartido,4,15152
38265,2,privado,individual,20,6864
38266,2,privado,compartido,48,2980
38267,1,privado,compartido,12,33309
38268,2,privado,individual,26,11735
38269,3,compartido,compartido,57,48713
38270,0,privado,compartido,32,41201
38271,0,compartido,compartido,100,29212
38272,2,compartido,compartido,90,16119
38273,3,privado,compartido,97,9168
38274,0,compartido,compartido,69,30079
38275,0,compartido,compartido,75,35991
38276,0,privado,individual,54,10885
38277,3,compartido,compartido,67,15695
38278,2,compartido,compartido,8,29979
38279,3,compartido,individual,69,18053
38280,3,compartido,individual,41,16130
38281,0,privado,individual,39,44862
38282,1,privado,compartido,91,13170
38283,3,privado,individual,65,6215
38284,0,compartido,compartido,34,49989
38285,2,privado,individual,42,33280
38286,3,privado,individual,4,45824
38287,1,privado,individual,7,29246
38288,1,compartido,compartido,90,33625
38289,0,privado,individual,57,30427
38290,0,privado,individual,32,34354
38291,1,compartido,individual,85,16796
38292,0,privado,compartido,37,756
38293,2,compartido,compartido,68,48857
38294,1,privado,compartido,1,14432
38295,1,privado,compartido,85,12447
38296,2,privado,compartido,79,4129
38297,2,privado,individual,33,9415
38298,1,compartido,compartido,60,6256
38299,3,privado,compartido,36,44863
38300,3,compartido,individual,78,18484
38301,1,privado,individual,35,42066
38302,2,privado,compartido,66,17230
38303,2,privado,individual,1,19828
38304,1,compartido,individual,60,21091
38305,0,compartido,compartido,93,39193
38306,1,privado,compartido,70,41524
38307,0,compartido,compartido,44,2468
38308,2,compartido,compartido,43,24742
38309,0,compartido,compartido,64,47758
38310,3,compartido,compartido,1,4541
38311,2,privado,compartido,62,44376
38312,2,compartido,individual,9,11276
38313,0,privado,individual,59,46552
38314,0,compartido,compartido,84,19889
38315,3,privado,compartido,27,35622
38316,1,privado,individual,51,41394
38317,2,compartido,individual,56,2327
38318,0,compartido,compartido,93,38560
38319,1,privado,compartido,50,21314
38320,2,privado,compartido,11,18514
38321,3,compartido,compartido,7,47928
38322,2,compartido,compartido,40,48171
38323,3,compartido,individual,24,18878
38324,1,privado,individual,31,22791
38325,2,privado,individual,73,36545
38326,0,compartido,individual,50,13405
38327,0,privado,individual,93,41441
38328,0,privado,individual,19,3847
38329,1,compartido,individual,10,44534
38330,1,privado,individual,88,16034
38331,0,compartido,individual,72,27572
38332,1,privado,compartido,22,35218
38333,1,compartido,individual,93,383
38334,0,privado,compartido,10,38473
38335,3,privado,compartido,99,7366
38336,3,privado,compartido,95,40490
38337,0,compartido,compartido,42,46317
38338,2,privado,individual,53,39211
38339,0,compartido,individual,66,48891
38340,0,compartido,individual,79,5377
38341,1,compartido,compartido,98,34161
38342,0,privado,compartido,27,10645
38343,2,privado,individual,41,34088
38344,2,compartido,compartido,10,9252
38345,2,privado,individual,67,36178
38346,2,compartido,compartido,27,14949
38347,3,compartido,individual,82,6283
38348,0,privado,individual,29,17988
38349,3,compartido,individual,35,9551
38350,1,compartido,compartido,6,4021
38351,3,compartido,individual,100,18639
38352,0,privado,individual,39,34170
38353,1,privado,compartido,61,41402
38354,0,compartido,individual,53,42994
38355,1,compartido,compartido,27,9851
38356,2,compartido,compartido,97,7022
38357,2,compartido,individual,65,23866
38358,3,compartido,individual,27,45023
38359,1,compartido,compartido,20,3997
38360,0,compartido,compartido,61,16617
38361,1,compartido,compartido,51,18889
38362,1,compartido,individual,11,29706
38363,0,compartido,compartido,78,47556
38364,0,privado,individual,99,22554
38365,0,privado,individual,93,6990
38366,2,privado,individual,14,1614
38367,0,privado,compartido,21,30215
38368,0,privado,individual,89,36377
38369,0,compartido,compartido,96,14792
38370,2,privado,compartido,25,8110
38371,0,compartido,individual,25,20205
38372,2,privado,individual,69,48657
38373,0,compartido,compartido,96,7073
38374,0,privado,compartido,46,25754
38375,0,privado,compartido,11,40790
38376,0,compartido,individual,5,3283
38377,1,privado,compartido,74,23204
38378,3,compartido,individual,30,12488
38379,2,privado,compartido,42,20411
38380,3,privado,compartido,1,34871
38381,1,privado,individual,86,3449
38382,3,privado,individual,85,7743
38383,3,compartido,compartido,32,18934
38384,2,privado,individual,75,48852
38385,1,privado,individual,51,21705
38386,3,privado,compartido,100,10645
38387,3,privado,individual,51,28158
38388,3,privado,compartido,78,12044
38389,1,compartido,individual,14,16113
38390,2,compartido,individual,81,36932
38391,1,privado,individual,15,9531
38392,2,privado,compartido,41,29816
38393,0,compartido,compartido,61,39354
38394,2,privado,individual,83,1924
38395,0,compartido,compartido,10,28599
38396,1,privado,individual,61,5349
38397,3,compartido,compartido,37,41182
38398,2,compartido,individual,58,28033
38399,1,privado,compartido,81,23675
38400,2,compartido,individual,91,36583
38401,2,compartido,compartido,52,8518
38402,2,compartido,compartido,32,10634
38403,3,privado,individual,21,16811
38404,2,compartido,compartido,19,39648
38405,3,privado,individual,86,13945
38406,2,privado,compartido,46,23796
38407,2,compartido,compartido,94,46937
38408,2,compartido,individual,51,3469
38409,1,compartido,individual,50,26240
38410,1,compartido,individual,62,1757
38411,3,compartido,individual,49,48834
38412,1,privado,individual,12,8010
38413,3,privado,compartido,26,7954
38414,3,compartido,individual,37,18960
38415,3,privado,compartido,25,45115
38416,0,privado,individual,57,46071
38417,2,privado,compartido,72,23594
38418,2,privado,compartido,67,39594
38419,1,privado,compartido,38,2610
38420,2,compartido,compartido,19,14661
38421,0,compartido,individual,67,786
38422,2,compartido,individual,69,17173
38423,3,privado,individual,63,4618
38424,0,privado,individual,13,5096
38425,0,privado,compartido,15,6789
38426,1,privado,individual,95,18743
38427,2,privado,compartido,12,18341
38428,1,compartido,compartido,21,23269
38429,0,privado,individual,38,26986
38430,2,compartido,individual,23,39784
38431,1,compartido,compartido,24,16075
38432,2,privado,individual,23,21140
38433,3,privado,individual,13,19450
38434,0,compartido,individual,43,34202
38435,0,compartido,individual,74,26271
38436,2,compartido,compartido,38,35029
38437,2,compartido,compartido,57,8237
38438,3,privado,individual,20,9043
38439,3,privado,individual,14,10510
38440,3,privado,compartido,63,45931
38441,3,privado,individual,87,44427
38442,1,privado,individual,21,45731
38443,1,privado,compartido,40,10280
38444,3,compartido,individual,55,38745
38445,2,privado,compartido,91,35473
38446,3,compartido,compartido,55,40993
38447,2,privado,individual,38,20892
38448,2,compartido,compartido,13,41722
38449,2,compartido,compartido,60,15613
38450,0,compartido,compartido,52,48508
38451,3,privado,compartido,35,986
38452,1,compartido,individual,57,1412
38453,1,privado,individual,28,48981
38454,3,compartido,compartido,11,35866
38455,3,privado,compartido,21,26546
38456,0,compartido,individual,48,39525
38457,3,compartido,compartido,4,48041
38458,2,compartido,compartido,88,46870
38459,0,privado,compartido,83,11061
38460,2,privado,individual,91,20307
38461,2,privado,individual,51,45581
38462,2,privado,compartido,3,180
38463,1,compartido,compartido,21,94
38464,3,privado,compartido,55,23523
38465,1,privado,compartido,70,13255
38466,3,privado,individual,31,31451
38467,0,privado,individual,4,38262
38468,2,compartido,individual,3,17689
38469,1,compartido,compartido,85,16409
38470,3,privado,compartido,18,43973
38471,2,privado,individual,90,39846
38472,1,compartido,individual,46,16459
38473,1,compartido,individual,5,29432
38474,3,compartido,compartido,89,23875
38475,1,privado,compartido,72,15172
38476,1,compartido,compartido,37,29483
38477,2,privado,individual,75,41313
38478,0,privado,compartido,31,44533
38479,1,compartido,compartido,32,8204
38480,3,privado,individual,49,47193
38481,2,privado,individual,36,35790
38482,1,compartido,individual,69,36904
38483,0,compartido,compartido,71,17896
38484,0,privado,compartido,45,27473
38485,2,compartido,individual,63,268
38486,1,privado,compartido,22,29492
38487,2,privado,compartido,98,22401
38488,1,privado,compartido,57,15367
38489,0,privado,compartido,100,388
38490,0,privado,compartido,68,31783
38491,3,compartido,individual,7,11863
38492,1,compartido,individual,18,14673
38493,3,compartido,compartido,7,48723
38494,2,privado,individual,21,34534
38495,2,privado,compartido,52,34535
38496,1,compartido,compartido,27,7174
38497,0,compartido,individual,12,22102
38498,3,privado,compartido,2,45350
38499,3,privado,individual,65,43795
38500,3,privado,compartido,74,24161
38501,3,privado,compartido,51,27950
38502,2,privado,individual,65,6716
38503,3,compartido,compartido,7,14095
38504,0,compartido,individual,80,13346
38505,0,compartido,compartido,100,42284
38506,0,privado,individual,10,10951
38507,3,privado,compartido,66,43662
38508,2,privado,compartido,77,21577
38509,2,privado,individual,99,14423
38510,3,privado,individual,95,39679
38511,0,privado,individual,55,4620
38512,3,privado,individual,7,46338
38513,3,compartido,compartido,4,19231
38514,2,compartido,compartido,37,46178
38515,1,privado,individual,9,29093
38516,0,privado,individual,59,44862
38517,2,compartido,individual,90,32828
38518,1,privado,individual,13,14681
38519,0,privado,compartido,90,28189
38520,3,privado,compartido,83,12789
38521,0,compartido,individual,38,5495
38522,2,privado,compartido,92,30090
38523,1,compartido,compartido,44,10482
38524,3,privado,individual,32,9945
38525,0,compartido,compartido,81,39961
38526,0,compartido,individual,25,48676
38527,2,compartido,individual,63,37999
38528,0,compartido,compartido,24,45734
38529,1,privado,compartido,73,8940
38530,0,compartido,compartido,25,41722
38531,3,compartido,individual,28,38629
38532,1,compartido,individual,47,2578
38533,2,privado,compartido,75,16512
38534,0,compartido,compartido,5,13880
38535,3,privado,compartido,77,39712
38536,1,privado,individual,9,6137
38537,1,privado,compartido,60,18443
38538,0,compartido,compartido,32,24814
38539,1,privado,compartido,50,41637
38540,0,compartido,individual,90,30366
38541,2,compartido,individual,20,25279
38542,2,compartido,compartido,34,2938
38543,3,privado,individual,74,2717
38544,1,privado,individual,62,29366
38545,3,privado,individual,67,35561
38546,1,compartido,individual,62,44155
38547,0,compartido,compartido,61,6866
38548,3,privado,compartido,26,1587
38549,2,privado,individual,9,39646
38550,1,privado,individual,17,40109
38551,0,compartido,individual,39,5798
38552,2,compartido,compartido,79,19505
38553,1,compartido,individual,41,45066
38554,0,privado,individual,75,35965
38555,2,compartido,compartido,78,48836
38556,2,compartido,individual,89,45539
38557,0,compartido,individual,23,26141
38558,3,compartido,individual,64,8364
38559,3,privado,compartido,38,3953
38560,1,compartido,individual,87,47598
38561,2,compartido,individual,22,19685
38562,0,privado,compartido,4,25024
38563,1,compartido,compartido,11,4490
38564,2,privado,individual,32,1811
38565,1,privado,individual,75,47136
38566,3,privado,individual,62,28188
38567,3,privado,compartido,33,36286
38568,0,privado,compartido,58,11088
38569,3,privado,individual,86,29563
38570,1,compartido,compartido,77,47322
38571,3,compartido,individual,71,46708
38572,2,privado,individual,16,40330
38573,2,compartido,compartido,92,31594
38574,0,compartido,individual,53,43067
38575,0,compartido,individual,24,45272
38576,0,privado,individual,29,2807
38577,1,privado,compartido,63,40072
38578,3,privado,compartido,38,40307
38579,3,privado,individual,71,26356
38580,2,privado,individual,46,15103
38581,3,privado,compartido,15,13717
38582,2,privado,individual,66,19806
38583,0,privado,individual,44,20343
38584,3,privado,compartido,7,29907
38585,1,compartido,individual,84,20166
38586,3,compartido,compartido,30,28596
38587,0,privado,compartido,92,17940
38588,0,compartido,compartido,3,31692
38589,1,compartido,compartido,24,11607
38590,2,privado,individual,6,28079
38591,2,compartido,compartido,72,40432
38592,2,privado,individual,13,11491
38593,3,compartido,compartido,77,14928
38594,1,compartido,individual,23,49230
38595,3,compartido,individual,48,25538
38596,3,compartido,compartido,35,35883
38597,1,compartido,individual,45,36056
38598,0,privado,individual,54,37165
38599,2,compartido,individual,12,11613
38600,3,compartido,individual,9,13088
38601,0,compartido,individual,88,46584
38602,3,compartido,compartido,91,25462
38603,1,compartido,individual,8,43187
38604,0,privado,individual,69,45402
