IDALOJAMIENTO,SERVPUBLICO,ADMINISTRACION,IDENTIFICACIONOPERADORUSUARIO
96815,N,N,15288
96816,N,Y,4078
96817,N,N,21764
96818,Y,Y,44302
96819,N,Y,16598
96820,N,N,45012
96821,N,N,5643
96822,N,N,43551
96823,Y,Y,7213
96824,Y,Y,30384
96825,N,N,24473
96826,Y,Y,26173
96827,N,Y,28934
96828,N,N,768
96829,Y,N,7278
96830,Y,N,47291
96831,N,Y,34991
96832,N,N,16151
96833,N,Y,323
96834,Y,N,12372
96835,N,N,25898
96836,Y,N,8083
96837,Y,Y,2159
96838,N,Y,37734
96839,N,Y,24844
96840,N,Y,33668
96841,Y,Y,26520
96842,N,Y,12194
96843,Y,Y,30620
96844,Y,Y,40939
96845,N,Y,31496
96846,N,N,5245
96847,Y,N,29302
96848,N,Y,19560
96849,Y,Y,46227
96850,Y,Y,854
96851,Y,Y,31096
96852,Y,Y,46529
96853,Y,Y,37682
96854,Y,Y,31420
96855,N,Y,9520
96856,Y,Y,47427
96857,N,N,8312
96858,N,N,23021
96859,Y,N,44108
96860,N,N,40108
96861,Y,Y,43126
96862,N,N,25914
96863,N,Y,39963
96864,Y,N,24131
96865,N,Y,14894
96866,Y,N,43273
96867,N,N,3395
96868,N,N,17473
96869,N,N,23293
96870,Y,N,33023
96871,N,N,42619
96872,N,Y,8085
96873,Y,Y,23266
96874,Y,Y,46738
96875,N,Y,2757
96876,Y,Y,24561
96877,N,N,30329
96878,Y,N,18865
96879,N,N,33116
96880,N,Y,3162
96881,Y,N,30331
96882,N,N,48657
96883,Y,Y,38148
96884,N,Y,6198
96885,Y,N,14198
96886,N,Y,36197
96887,N,N,41267
96888,Y,Y,13779
96889,Y,N,45055
96890,Y,N,32747
96891,N,Y,42850
96892,N,N,34795
96893,Y,N,43321
96894,Y,N,20637
96895,N,N,14475
96896,Y,Y,11438
96897,Y,Y,43009
96898,Y,N,20282
96899,Y,Y,34886
96900,Y,N,31060
96901,N,Y,28747
96902,Y,N,28274
96903,Y,Y,39838
96904,N,N,16651
96905,N,Y,23274
96906,N,N,27408
96907,N,Y,12445
96908,N,N,17967
96909,Y,N,2509
96910,N,Y,27042
96911,Y,N,27661
96912,N,Y,45852
96913,N,Y,14177
96914,Y,N,24900
96915,N,Y,43987
96916,Y,N,43810
96917,N,N,48404
96918,Y,Y,43591
96919,Y,N,43682
96920,Y,Y,7276
96921,N,N,27995
96922,Y,Y,44617
96923,Y,Y,45271
96924,Y,N,4496
96925,Y,Y,35158
96926,N,Y,18415
96927,Y,N,25043
96928,Y,Y,8533
96929,Y,N,20012
96930,N,N,9004
96931,Y,Y,25282
96932,N,N,47916
96933,N,N,32687
96934,N,Y,9436
96935,Y,Y,34849
96936,Y,N,39553
96937,Y,Y,31349
96938,N,Y,9034
96939,Y,Y,40601
96940,N,Y,25790
96941,N,N,28480
96942,N,N,8957
96943,N,Y,7792
96944,N,Y,25227
96945,N,Y,39632
96946,N,Y,27145
96947,N,Y,4196
96948,N,Y,30587
96949,Y,N,43983
96950,N,Y,2584
96951,N,Y,11260
96952,Y,Y,20448
96953,N,Y,42283
96954,Y,Y,17475
96955,Y,N,49934
96956,N,N,34018
96957,N,Y,23236
96958,Y,N,25098
96959,N,N,34636
96960,N,N,36673
96961,Y,Y,24629
96962,N,N,22183
96963,N,Y,14655
96964,N,N,8671
96965,Y,Y,2562
96966,N,N,18206
96967,Y,Y,17102
96968,Y,Y,33572
96969,N,Y,28867
96970,Y,Y,5844
96971,Y,Y,24543
96972,N,N,41774
96973,Y,Y,22667
96974,Y,Y,21285
96975,Y,N,49297
96976,Y,N,32708
96977,Y,N,34276
96978,N,N,15418
96979,Y,Y,20231
96980,Y,Y,10260
96981,N,Y,11530
96982,N,Y,19868
96983,Y,Y,36076
96984,N,N,18821
96985,Y,Y,35621
96986,Y,N,1287
96987,N,N,12842
96988,Y,N,20440
96989,Y,Y,511
96990,N,Y,22069
96991,N,Y,11116
96992,N,Y,9174
96993,Y,Y,49593
96994,N,N,31917
96995,Y,Y,22660
96996,Y,N,17931
96997,N,Y,45937
96998,N,Y,921
96999,Y,Y,23964
97000,Y,N,3372
97001,Y,Y,25698
97002,Y,Y,21634
97003,Y,Y,24538
97004,Y,N,35168
97005,N,N,40031
97006,Y,N,13172
97007,Y,N,13913
97008,N,Y,15656
97009,Y,N,23307
97010,N,N,47794
97011,N,Y,44469
97012,Y,N,10351
97013,Y,N,12725
97014,Y,Y,36312
97015,Y,Y,23533
97016,Y,N,17459
97017,N,Y,40082
97018,N,Y,12791
97019,Y,Y,5588
97020,N,N,591
97021,N,N,18250
97022,Y,N,38116
97023,Y,Y,41671
97024,N,N,4699
97025,Y,Y,25644
97026,N,N,48569
97027,N,Y,35798
97028,Y,Y,18476
97029,N,N,45447
97030,Y,N,35068
97031,Y,N,14114
97032,Y,Y,43270
97033,Y,Y,24352
97034,N,Y,19566
97035,Y,N,42054
97036,N,N,45938
97037,N,N,25729
97038,N,N,6149
97039,Y,N,31889
97040,Y,Y,23706
97041,Y,N,34034
97042,N,Y,13753
97043,Y,Y,26763
97044,N,N,49541
97045,Y,N,22260
97046,N,N,9270
97047,Y,N,14509
97048,N,Y,709
97049,N,N,20590
97050,Y,Y,48732
97051,N,N,10649
97052,N,N,13302
97053,Y,N,33554
97054,N,Y,32471
97055,N,N,44873
97056,Y,N,21696
97057,N,Y,40537
97058,Y,Y,43141
97059,Y,Y,3405
97060,Y,Y,44984
97061,N,Y,29302
97062,N,Y,22782
97063,N,N,31171
97064,Y,Y,36380
97065,Y,N,27872
97066,N,Y,26880
97067,Y,Y,41621
97068,N,N,41457
97069,Y,Y,41682
97070,Y,N,3661
97071,N,N,42460
97072,N,Y,33304
97073,N,Y,9686
97074,Y,Y,29065
97075,Y,Y,34760
97076,Y,N,1416
97077,N,N,46221
97078,Y,N,43926
97079,N,N,48945
97080,N,N,36960
97081,N,N,47072
97082,N,N,9398
97083,Y,Y,46779
97084,Y,N,9560
97085,Y,Y,48224
97086,N,N,27162
97087,N,N,5893
97088,N,N,3456
97089,Y,N,23642
97090,Y,N,5491
97091,Y,N,25676
97092,N,Y,5290
97093,N,Y,49729
97094,N,Y,15895
97095,Y,N,30664
97096,N,Y,16067
97097,N,Y,34944
97098,N,N,42780
97099,Y,Y,4227
97100,Y,Y,39843
97101,N,N,20054
97102,Y,N,27974
97103,Y,Y,14619
97104,N,Y,10043
97105,N,N,2835
97106,Y,Y,29958
97107,N,Y,8776
97108,Y,N,24231
97109,Y,N,868
97110,Y,N,36893
97111,Y,N,11497
97112,N,Y,1524
97113,N,N,44842
97114,Y,Y,16077
97115,N,Y,16583
97116,Y,Y,27801
97117,Y,N,12723
97118,N,Y,21966
97119,N,Y,3900
97120,N,N,11984
97121,N,Y,15289
97122,N,N,34997
97123,Y,N,25317
97124,N,Y,13233
97125,N,N,43015
97126,N,Y,12262
97127,Y,N,9119
97128,N,Y,36264
97129,N,N,16699
97130,Y,N,38689
97131,Y,N,19018
97132,N,Y,7584
97133,N,N,5915
97134,N,Y,41793
97135,N,N,24753
97136,Y,N,3458
97137,Y,N,6798
97138,Y,Y,41116
97139,Y,N,41271
97140,N,Y,4422
97141,Y,N,7913
97142,N,Y,48603
97143,N,Y,8220
97144,Y,Y,20991
97145,Y,N,48781
97146,Y,Y,6669
97147,Y,Y,36467
97148,Y,Y,9107
97149,Y,N,24278
97150,N,N,29019
97151,N,N,47666
97152,Y,Y,2971
97153,N,N,44261
97154,Y,Y,11286
97155,Y,Y,43499
97156,Y,Y,3373
97157,Y,Y,14373
97158,Y,Y,29795
97159,N,N,9043
97160,Y,Y,23914
97161,Y,Y,14073
97162,N,N,22573
97163,N,N,5257
97164,Y,Y,5652
97165,N,Y,7338
97166,Y,Y,43379
97167,N,Y,15902
97168,N,Y,41638
97169,Y,N,34709
97170,Y,N,21649
97171,N,N,13516
97172,Y,Y,19878
97173,N,Y,39043
97174,Y,Y,26533
97175,Y,N,38964
97176,Y,Y,29739
97177,N,Y,44830
97178,Y,N,40593
97179,N,N,36617
97180,N,N,43394
97181,N,N,10472
97182,N,N,26374
97183,N,N,49432
97184,N,N,29850
97185,N,Y,39033
97186,N,Y,32573
97187,Y,Y,34091
97188,N,Y,23383
97189,Y,Y,26300
97190,Y,N,42482
97191,Y,N,37845
97192,Y,Y,41189
97193,Y,N,29172
97194,N,Y,8807
97195,Y,N,579
97196,Y,Y,40918
97197,N,N,6307
97198,N,Y,439
97199,Y,N,31217
97200,N,N,46821
97201,Y,Y,19610
97202,N,N,33465
97203,N,N,16085
97204,N,N,47034
97205,Y,Y,4235
97206,Y,N,24707
97207,Y,Y,1159
97208,Y,N,20409
97209,Y,Y,23488
97210,N,N,28564
97211,Y,N,9919
97212,N,N,40397
97213,N,Y,45504
97214,N,Y,3133
97215,Y,N,34126
97216,Y,N,43892
97217,Y,Y,25563
97218,N,N,11254
97219,N,N,25789
97220,Y,Y,15249
97221,Y,N,14558
97222,N,Y,41623
97223,Y,N,12494
97224,Y,Y,16522
97225,N,Y,27040
97226,Y,Y,6146
97227,Y,Y,23222
97228,N,N,45121
97229,N,N,41424
97230,N,N,35285
97231,Y,N,294
97232,N,N,25893
97233,Y,Y,288
97234,Y,Y,7649
97235,Y,N,30298
97236,Y,Y,7028
97237,N,Y,30929
97238,Y,Y,40397
97239,Y,N,35998
97240,Y,Y,20689
97241,N,Y,35071
97242,N,Y,8296
97243,N,N,27880
97244,N,Y,18548
97245,Y,N,3277
97246,N,Y,44841
97247,N,N,32471
97248,N,N,42855
97249,Y,Y,23561
97250,N,Y,10256
97251,Y,N,41457
97252,Y,Y,29293
97253,N,Y,31918
97254,N,Y,46119
97255,N,Y,13386
97256,Y,N,29610
97257,N,N,7763
97258,Y,N,38568
97259,Y,Y,48168
97260,Y,N,47278
97261,N,N,27616
97262,N,Y,14594
97263,Y,N,1498
97264,N,Y,22949
97265,N,Y,9900
97266,Y,N,6509
97267,N,N,27786
97268,Y,N,6909
97269,N,N,9440
97270,N,Y,8347
97271,N,N,26237
97272,N,Y,3797
97273,Y,N,28495
97274,N,N,43195
97275,N,N,20817
97276,N,N,4210
97277,Y,Y,48090
97278,N,N,22669
97279,N,N,23503
97280,N,Y,5785
97281,Y,Y,17142
97282,Y,Y,31357
97283,N,N,25295
97284,N,N,4287
97285,N,N,13079
97286,N,N,31415
97287,N,Y,19464
97288,Y,N,21523
97289,N,N,11057
97290,N,N,22948
97291,Y,Y,182
97292,Y,N,33280
97293,N,N,15287
97294,N,Y,22916
97295,Y,Y,14511
97296,Y,N,9780
97297,Y,N,8791
97298,N,Y,9471
97299,N,Y,46818
97300,N,N,10426
97301,Y,N,43053
97302,N,Y,948
97303,Y,Y,43391
97304,Y,N,2070
97305,Y,N,37115
97306,Y,N,43025
97307,Y,N,43472
97308,N,Y,25472
97309,Y,Y,3018
97310,Y,N,5118
97311,N,Y,35943
97312,Y,N,41743
97313,Y,Y,46013
97314,Y,Y,38626
97315,Y,Y,25678
97316,N,Y,29371
97317,N,N,49009
97318,N,N,20581
97319,N,Y,40437
97320,Y,N,42334
97321,N,N,39392
97322,N,Y,10462
97323,Y,Y,41730
97324,Y,N,37499
97325,Y,Y,29939
97326,Y,Y,10494
97327,N,N,38622
97328,N,N,24577
97329,N,N,21779
97330,Y,N,13846
97331,N,N,22017
97332,Y,Y,26013
97333,N,N,10248
97334,N,N,10339
97335,Y,N,25772
97336,N,Y,910
97337,Y,N,20478
97338,N,N,33681
97339,N,N,12012
97340,N,N,42619
97341,Y,Y,326
97342,Y,N,28380
97343,N,N,22844
97344,N,N,22301
97345,N,N,23719
97346,Y,Y,47504
97347,N,Y,9320
97348,N,Y,11841
97349,N,N,37991
97350,Y,Y,22607
97351,N,Y,44567
97352,Y,N,15015
97353,N,N,49094
97354,N,Y,2527
97355,N,Y,21128
97356,Y,Y,40061
97357,N,N,25281
97358,N,Y,24932
97359,N,Y,21787
97360,N,N,26958
97361,Y,Y,3472
97362,Y,Y,36111
97363,Y,Y,10619
97364,Y,N,28093
97365,Y,N,48043
97366,N,Y,9769
97367,N,Y,7752
97368,Y,Y,14466
97369,Y,N,18337
97370,Y,Y,461
97371,Y,N,13885
97372,Y,Y,45649
97373,Y,Y,48694
97374,N,N,41824
97375,N,N,41772
97376,Y,Y,15475
97377,Y,Y,34284
97378,Y,N,19011
97379,Y,Y,9155
97380,Y,Y,18830
97381,Y,N,44885
97382,N,Y,36177
97383,Y,N,10795
97384,N,Y,48145
97385,Y,N,16478
97386,N,Y,49280
97387,N,Y,43203
97388,Y,Y,48292
97389,Y,N,11847
97390,N,Y,3491
97391,Y,N,9726
97392,N,N,28855
97393,N,N,12617
97394,Y,N,12150
97395,N,Y,31423
97396,Y,Y,29517
97397,N,N,5893
97398,N,Y,41136
97399,Y,Y,7014
97400,Y,N,5029
97401,Y,N,34421
97402,N,N,29932
97403,N,Y,42565
97404,N,N,42402
97405,Y,N,14534
97406,N,N,14481
97407,N,Y,10962
97408,Y,Y,38336
97409,Y,N,1464
97410,N,N,6216
97411,Y,N,1315
97412,N,N,21949
97413,N,Y,25581
97414,N,N,45595
97415,N,Y,39865
97416,N,N,5556
97417,N,N,49393
97418,N,N,45290
97419,N,N,15172
97420,Y,N,19687
97421,N,N,40687
97422,N,N,43020
97423,N,Y,48285
97424,N,N,49049
97425,N,N,21155
97426,Y,Y,12045
97427,N,Y,21813
97428,N,Y,22304
97429,Y,N,37300
97430,N,N,22497
97431,N,Y,3712
97432,Y,Y,18772
97433,N,Y,47560
97434,N,N,30678
97435,N,N,42040
97436,N,Y,20247
97437,Y,Y,48089
97438,Y,N,18654
97439,N,N,45789
97440,Y,Y,12555
97441,Y,N,36475
97442,Y,N,36265
97443,Y,Y,7098
97444,N,N,15272
97445,Y,Y,4132
97446,N,N,40532
97447,Y,Y,34029
97448,Y,N,32969
97449,Y,N,11641
97450,N,N,15225
97451,Y,N,36065
97452,N,Y,10866
97453,Y,N,30859
97454,N,Y,10277
97455,N,Y,35013
97456,N,N,27005
97457,Y,Y,11196
97458,N,N,5469
97459,Y,Y,21023
97460,Y,N,29033
97461,N,Y,22356
97462,Y,Y,30818
97463,N,Y,34242
97464,N,N,2231
97465,N,N,18167
97466,N,Y,17177
97467,Y,N,44203
97468,Y,Y,21877
97469,Y,N,20595
97470,Y,Y,46922
97471,Y,N,9836
97472,N,N,1580
97473,N,Y,32269
97474,N,N,3227
97475,N,N,11725
97476,N,N,26979
97477,N,N,9788
97478,N,Y,5044
97479,Y,Y,41166
97480,Y,N,40646
97481,N,N,41312
97482,Y,Y,4720
97483,N,Y,14341
97484,N,Y,29799
97485,N,N,16545
97486,Y,N,24434
97487,Y,N,26074
97488,N,Y,35373
97489,Y,N,298
97490,N,N,4065
97491,N,N,19542
97492,Y,N,27177
97493,Y,Y,26587
97494,N,N,32341
97495,Y,Y,33045
97496,N,N,7501
97497,N,Y,20724
97498,N,Y,2453
97499,Y,N,20907
97500,N,N,28217
97501,Y,N,24761
97502,Y,Y,34602
97503,N,Y,34716
97504,Y,N,31205
97505,N,Y,5882
97506,N,N,44374
97507,Y,Y,46135
97508,Y,Y,3379
97509,N,N,7788
97510,N,Y,19469
97511,N,Y,34397
97512,Y,N,49920
97513,N,Y,3700
97514,Y,Y,28262
97515,N,Y,16774
97516,Y,N,20820
97517,Y,N,5420
97518,Y,Y,10254
97519,Y,Y,2222
97520,N,Y,6790
97521,Y,Y,9357
97522,Y,N,38311
97523,Y,N,34706
97524,Y,Y,10908
97525,Y,Y,38486
97526,N,N,17625
97527,N,Y,36761
97528,Y,N,31720
97529,Y,N,41210
97530,Y,Y,42758
97531,N,Y,22027
97532,N,N,38134
97533,N,N,3469
97534,Y,Y,36232
97535,N,N,22319
97536,N,Y,8187
97537,N,N,4659
97538,Y,Y,39549
97539,Y,Y,29461
97540,N,N,36575
97541,N,Y,10432
97542,N,Y,32727
97543,N,N,42115
97544,N,N,32339
97545,Y,N,13
97546,Y,Y,41301
97547,N,Y,16114
97548,Y,N,37544
97549,N,N,48689
97550,N,Y,45421
97551,N,Y,44092
97552,Y,Y,18739
97553,N,N,15198
97554,N,N,42608
97555,N,N,8254
97556,Y,N,33975
97557,Y,N,31518
97558,Y,Y,31495
97559,N,Y,49716
97560,N,Y,31164
97561,Y,Y,41070
97562,Y,Y,4929
97563,Y,N,11733
97564,Y,N,43367
97565,N,N,8068
97566,N,N,43416
97567,Y,Y,41279
97568,N,N,16710
97569,Y,Y,1451
97570,N,N,48334
97571,Y,N,7795
97572,Y,N,45623
97573,Y,N,5685
97574,Y,Y,42378
97575,Y,Y,23429
97576,Y,Y,28915
97577,Y,N,8320
97578,N,Y,44171
97579,Y,N,49199
97580,Y,Y,38568
97581,N,Y,34589
97582,N,N,31748
97583,Y,N,28429
97584,N,N,10860
97585,N,Y,5663
97586,Y,N,11676
97587,N,Y,19581
97588,Y,Y,47354
97589,Y,N,35902
97590,Y,N,17337
97591,Y,Y,8771
97592,N,N,36731
97593,Y,N,21270
97594,N,Y,31593
97595,Y,Y,34983
97596,Y,N,29518
97597,Y,Y,15491
97598,Y,Y,16674
97599,N,N,36161
97600,N,Y,44203
97601,Y,N,15355
97602,Y,Y,3422
97603,Y,N,20591
97604,Y,Y,13375
97605,N,Y,12663
97606,N,Y,3928
97607,N,N,4449
97608,Y,N,5686
97609,N,N,46306
97610,N,Y,44907
97611,N,N,19897
97612,Y,Y,34580
97613,N,Y,49814
97614,Y,Y,39679
97615,N,N,45102
97616,N,Y,8063
97617,N,Y,5563
97618,Y,N,4169
97619,Y,Y,48857
97620,N,Y,2822
97621,N,Y,428
97622,N,Y,2023
97623,Y,N,34919
97624,Y,N,1057
97625,Y,N,38524
97626,N,N,36499
97627,Y,Y,11611
97628,N,N,31556
97629,Y,N,42711
97630,N,N,23124
97631,N,Y,15662
97632,N,N,7658
97633,Y,N,19895
97634,Y,Y,6364
97635,N,Y,45364
97636,Y,Y,28641
97637,N,Y,40117
97638,N,Y,17915
97639,Y,Y,35946
97640,N,Y,24036
97641,Y,Y,5178
97642,Y,Y,22
97643,N,N,38828
97644,N,Y,8400
97645,Y,N,16017
97646,N,N,8782
97647,Y,N,2842
97648,N,Y,39221
97649,N,Y,20883
97650,Y,Y,35363
97651,N,Y,35677
97652,Y,Y,18637
97653,N,N,46596
97654,Y,Y,34327
97655,Y,Y,9596
97656,Y,Y,4907
97657,N,N,21813
97658,Y,N,29793
97659,Y,N,13289
97660,N,Y,26921
97661,N,N,44018
97662,Y,N,3713
97663,Y,N,14875
97664,N,Y,41198
97665,N,N,20177
97666,N,N,24514
97667,Y,N,46127
97668,Y,Y,40608
97669,Y,Y,102
97670,N,Y,20220
97671,Y,Y,30195
97672,Y,Y,38678
97673,Y,Y,17165
97674,N,Y,16870
97675,Y,N,1804
97676,N,N,17646
97677,Y,N,32735
97678,N,Y,31118
97679,Y,N,11550
97680,N,N,5440
97681,Y,Y,20165
97682,Y,Y,21934
97683,N,N,24452
97684,Y,N,46458
97685,N,N,41494
97686,N,N,45133
97687,Y,Y,9182
97688,Y,N,15684
97689,Y,Y,30953
97690,N,Y,38554
97691,N,Y,38323
97692,N,N,21606
97693,N,N,10172
97694,Y,Y,25658
97695,N,Y,5890
97696,Y,N,47082
97697,N,Y,41975
97698,N,N,14229
97699,N,N,9653
97700,N,N,30053
97701,N,N,27182
97702,N,N,24369
97703,N,Y,8573
97704,Y,Y,42177
97705,Y,N,9605
97706,Y,N,47499
97707,N,N,27733
97708,N,Y,1820
97709,N,Y,4510
97710,N,N,19154
97711,N,N,17442
97712,Y,Y,16223
97713,Y,Y,43233
97714,Y,N,34764
97715,N,Y,16665
97716,N,Y,49427
97717,Y,N,47790
97718,N,N,31321
97719,N,N,22712
97720,N,Y,32328
97721,Y,N,39679
97722,N,N,22131
97723,Y,Y,46590
97724,Y,N,36489
97725,Y,N,45096
97726,Y,N,23
97727,N,Y,19880
97728,N,N,7610
97729,N,N,9225
97730,Y,Y,15119
97731,Y,N,43831
97732,Y,N,2296
97733,Y,Y,30932
97734,N,N,9246
97735,N,Y,13343
97736,Y,N,24633
97737,N,Y,34691
97738,Y,N,843
97739,N,Y,21472
97740,Y,Y,39456
97741,N,N,18323
97742,Y,Y,29011
97743,N,N,35174
97744,Y,Y,30178
97745,N,Y,9060
97746,Y,N,9511
97747,N,Y,3691
97748,Y,N,7988
97749,N,N,35018
97750,Y,Y,12616
97751,N,N,42473
97752,N,N,10092
97753,N,N,5503
97754,N,N,45348
97755,Y,Y,24078
97756,Y,Y,16966
97757,Y,N,22349
97758,N,Y,38045
97759,Y,N,16776
97760,N,N,35495
97761,N,N,5099
97762,N,Y,42612
97763,Y,Y,39409
97764,Y,Y,41564
97765,N,Y,5030
97766,N,N,16506
97767,Y,N,44563
97768,Y,Y,21152
97769,N,Y,44999
97770,Y,Y,49519
97771,N,N,27851
97772,N,N,4850
97773,Y,N,20978
97774,Y,Y,37499
97775,Y,Y,4082
97776,Y,Y,980
97777,N,N,43570
97778,N,Y,39002
97779,N,N,32709
97780,N,Y,41432
97781,N,N,8129
97782,N,N,38371
97783,Y,N,42909
97784,N,Y,13497
97785,N,Y,42159
97786,N,Y,31255
97787,Y,Y,47811
97788,Y,Y,45065
97789,N,N,15839
97790,N,N,25209
97791,N,N,10561
97792,Y,Y,13995
97793,N,Y,27729
97794,Y,Y,9571
97795,N,Y,27930
97796,N,N,6549
97797,Y,N,43807
97798,N,N,4658
97799,N,N,9997
97800,N,N,23903
97801,N,N,3940
97802,Y,N,32669
97803,N,N,37202
97804,Y,Y,35918
97805,Y,Y,3741
97806,Y,N,41019
97807,N,N,35062
97808,N,Y,15687
97809,N,Y,37722
97810,Y,N,36351
97811,Y,Y,27272
97812,Y,N,3711
97813,N,Y,42634
97814,N,Y,42668
97815,Y,N,28447
97816,Y,N,9147
97817,N,Y,29479
97818,Y,N,3563
97819,N,Y,6945
97820,N,Y,6711
97821,N,Y,48071
97822,N,N,45082
97823,N,Y,33652
97824,N,Y,35652
97825,N,Y,15729
97826,Y,N,49777
97827,Y,N,801
97828,Y,N,31567
97829,N,Y,27239
97830,Y,Y,11981
97831,N,Y,15938
97832,Y,Y,25404
97833,Y,N,36538
97834,Y,N,28113
97835,Y,N,33498
97836,N,Y,1939
97837,N,N,18007
97838,N,Y,1643
97839,Y,Y,28721
97840,Y,Y,37564
97841,N,N,349
97842,Y,Y,38964
97843,Y,N,34849
97844,N,Y,42768
97845,N,Y,830
97846,N,Y,36912
97847,N,N,7143
97848,Y,N,5744
97849,Y,Y,45898
97850,N,Y,17847
97851,Y,Y,42859
97852,Y,Y,19025
97853,N,Y,13904
97854,N,N,7409
97855,Y,N,10629
97856,N,Y,44987
97857,Y,N,10811
97858,N,Y,37294
97859,N,Y,22376
97860,N,Y,36955
97861,N,N,19942
97862,Y,Y,11826
97863,N,N,46766
97864,Y,N,45489
97865,N,Y,40002
97866,Y,N,4301
97867,Y,N,22089
97868,Y,N,27661
97869,N,N,21451
97870,Y,N,7081
97871,Y,Y,45117
97872,Y,Y,11142
97873,Y,N,19321
97874,N,Y,43151
97875,Y,Y,9088
97876,Y,Y,36536
97877,N,N,23974
97878,Y,Y,14908
97879,Y,Y,23516
97880,Y,Y,20519
97881,Y,Y,38873
97882,Y,N,1691
97883,N,N,20218
97884,N,Y,46272
97885,N,N,15200
97886,N,N,40985
97887,Y,N,3793
97888,N,N,11850
97889,N,N,4108
97890,N,N,29527
97891,Y,N,23629
97892,Y,Y,14211
97893,Y,Y,20927
97894,Y,N,26110
97895,Y,Y,12656
97896,N,Y,34708
97897,Y,N,852
97898,Y,N,24534
97899,N,N,24179
97900,Y,Y,14500
97901,N,N,13577
97902,Y,N,28463
97903,N,Y,20708
97904,Y,N,10250
97905,N,Y,3471
97906,N,N,3280
97907,Y,N,15859
97908,Y,N,37116
97909,Y,Y,49279
97910,Y,Y,21606
97911,Y,N,16627
97912,Y,N,8134
97913,Y,N,9963
97914,Y,Y,42809
97915,N,Y,45930
97916,Y,N,9482
97917,Y,Y,39750
97918,N,N,24467
97919,N,N,37623
97920,N,Y,36142
97921,N,Y,31223
97922,Y,N,28322
97923,Y,N,49419
97924,N,N,38445
97925,Y,Y,16055
97926,N,Y,35434
97927,Y,N,27241
97928,Y,Y,34564
97929,N,N,47713
97930,Y,N,9676
97931,N,N,4537
97932,N,Y,3102
97933,N,N,11337
97934,N,N,30257
97935,Y,N,24488
97936,Y,Y,42247
97937,Y,N,40952
97938,N,N,34798
97939,N,N,15739
97940,N,Y,11348
97941,Y,N,15998
97942,N,N,15768
97943,N,N,40813
97944,N,Y,43510
97945,Y,N,35799
97946,Y,N,40773
97947,N,N,1480
97948,N,N,26215
97949,Y,Y,8362
97950,N,N,19123
97951,N,Y,36902
97952,Y,Y,13576
97953,Y,Y,10738
97954,N,Y,28169
97955,N,Y,43099
97956,N,Y,45749
97957,N,N,9766
97958,N,N,49361
97959,Y,Y,21373
97960,N,N,34714
97961,Y,N,45558
97962,N,N,40816
97963,N,Y,6538
97964,Y,Y,17710
97965,N,Y,44671
97966,Y,N,21701
97967,N,N,33371
97968,N,Y,36158
97969,N,Y,47265
97970,N,Y,36205
97971,Y,Y,24656
97972,N,N,42178
97973,N,Y,35848
97974,Y,Y,13021
97975,N,Y,6150
97976,Y,Y,40712
97977,Y,N,2118
97978,Y,N,42324
97979,Y,Y,5776
97980,N,N,30363
97981,Y,N,6476
97982,N,N,43815
97983,Y,N,825
97984,N,N,24340
97985,Y,N,9328
97986,Y,N,41275
97987,N,N,12355
97988,Y,Y,32501
97989,Y,N,16449
97990,N,Y,31866
97991,N,Y,34307
97992,Y,Y,45380
97993,Y,Y,17191
97994,Y,N,14422
97995,Y,N,11565
97996,Y,Y,8349
97997,Y,Y,48836
97998,Y,Y,42934
97999,Y,N,16103
98000,N,N,14702
98001,N,N,49727
98002,N,Y,25472
98003,Y,N,38872
98004,N,N,27761
98005,Y,N,47512
98006,Y,N,9578
98007,Y,N,2417
98008,Y,Y,44525
98009,Y,N,26400
98010,Y,N,34970
98011,Y,Y,21122
98012,N,N,36363
98013,N,N,43056
98014,N,Y,7460
98015,Y,Y,2953
98016,Y,Y,34509
98017,Y,Y,3431
98018,Y,N,34410
98019,N,Y,40918
98020,N,Y,7187
98021,Y,N,42780
98022,Y,N,5526
98023,N,Y,41837
98024,N,Y,2920
98025,Y,N,39416
98026,Y,N,8739
98027,N,N,10590
98028,Y,Y,13642
98029,Y,Y,42386
98030,N,N,11124
98031,Y,N,48044
98032,Y,Y,12231
98033,N,Y,8290
98034,N,Y,23108
98035,Y,Y,36205
98036,Y,N,48341
98037,Y,N,22296
98038,N,N,34136
98039,N,Y,33289
98040,N,N,47167
98041,Y,N,26148
98042,Y,Y,33259
98043,Y,N,32076
98044,Y,N,43813
98045,Y,Y,33744
98046,Y,Y,12294
98047,N,Y,7391
98048,N,Y,6637
98049,Y,N,48214
98050,N,N,46770
98051,N,Y,14641
98052,N,Y,25909
98053,Y,Y,24783
98054,Y,Y,28833
98055,Y,N,32467
98056,Y,Y,32667
98057,N,N,44682
98058,N,Y,35405
98059,N,Y,16053
98060,N,Y,14832
98061,Y,Y,39982
98062,N,N,39337
98063,N,Y,4805
98064,N,N,26951
98065,Y,N,42939
98066,N,N,39963
98067,Y,N,18273
98068,Y,Y,6381
98069,N,N,37902
98070,N,Y,6863
98071,Y,N,24161
98072,Y,Y,24432
98073,N,Y,1715
98074,Y,N,35474
98075,N,N,47595
98076,Y,N,19148
98077,Y,N,11473
98078,N,Y,25644
98079,Y,N,35156
98080,N,N,44391
98081,N,Y,17822
98082,N,N,22705
98083,Y,N,48919
98084,N,N,14139
98085,Y,Y,44757
98086,Y,N,24364
