ID,TIPOHABITACION,CAPACIDAD,IDVIVIENDAUNIVERSITARIA
224066,compartido,2,12768
224067,compartido,2,17299
224068,individual,3,18398
224069,individual,3,9974
224070,compartido,4,7498
224071,individual,3,14756
224072,individual,2,12010
224073,individual,4,16650
224074,compartido,4,17336
224075,compartido,4,4968
224076,individual,1,1259
224077,compartido,4,7041
224078,individual,1,160
224079,compartido,4,7671
224080,compartido,4,6300
224081,individual,4,5908
224082,compartido,3,12764
224083,compartido,2,13485
224084,compartido,2,16947
224085,compartido,2,17614
224086,individual,3,19237
224087,individual,4,11714
224088,compartido,3,14195
224089,compartido,1,15016
224090,individual,2,6661
224091,individual,2,17540
224092,compartido,2,3852
224093,compartido,4,10638
224094,individual,3,4511
224095,individual,1,2976
224096,individual,2,15485
224097,compartido,2,6833
224098,individual,3,3735
224099,compartido,1,10675
224100,compartido,2,5142
224101,individual,2,16891
224102,individual,1,4029
224103,compartido,4,5285
224104,individual,1,8605
224105,individual,3,13381
224106,individual,2,6646
224107,compartido,4,14100
224108,compartido,4,9451
224109,compartido,4,11857
224110,compartido,4,2315
224111,compartido,3,12333
224112,individual,1,327
224113,compartido,4,531
224114,compartido,4,13277
224115,compartido,2,13649
224116,compartido,4,8698
224117,individual,3,17018
224118,individual,1,56
224119,individual,3,516
224120,compartido,4,164
224121,individual,3,17178
224122,compartido,1,3599
224123,compartido,4,2556
224124,individual,2,9172
224125,individual,1,18902
224126,compartido,2,18270
224127,individual,3,2155
224128,individual,3,3094
224129,individual,2,18946
224130,individual,1,11553
224131,compartido,1,15371
224132,individual,3,762
224133,compartido,1,995
224134,individual,1,19862
224135,compartido,3,10629
224136,compartido,2,10389
224137,individual,1,17971
224138,individual,3,11414
224139,compartido,3,2516
224140,compartido,1,2163
224141,compartido,4,18786
224142,compartido,1,4895
224143,individual,1,9915
224144,compartido,1,9293
224145,individual,2,9607
224146,individual,2,19196
224147,individual,3,10696
224148,individual,2,3443
224149,compartido,4,2448
224150,compartido,4,12185
224151,compartido,2,5371
224152,individual,2,13193
224153,individual,4,15137
224154,compartido,2,13684
224155,compartido,4,17797
224156,compartido,3,876
224157,compartido,2,10819
224158,compartido,3,6713
224159,individual,1,9601
224160,compartido,4,5150
224161,individual,2,18239
224162,compartido,1,960
224163,individual,2,13252
224164,individual,3,8541
224165,compartido,4,5842
224166,individual,4,6296
224167,compartido,2,9225
224168,individual,2,9496
224169,compartido,3,822
224170,individual,3,5047
224171,compartido,2,4253
224172,compartido,2,8023
224173,compartido,4,1946
224174,compartido,2,19191
224175,compartido,2,19571
224176,compartido,4,8851
224177,compartido,3,9802
224178,individual,3,19561
224179,compartido,2,19681
224180,compartido,3,10731
224181,compartido,2,10187
224182,individual,3,2637
224183,individual,1,14950
224184,compartido,1,4232
224185,individual,1,2871
224186,compartido,1,5112
224187,compartido,4,1347
224188,compartido,3,15184
224189,individual,3,14618
224190,individual,3,15086
224191,compartido,4,5703
224192,compartido,2,350
224193,compartido,1,1168
224194,individual,4,18679
224195,individual,1,2755
224196,compartido,2,19560
224197,compartido,4,2427
224198,compartido,2,14327
224199,individual,4,3116
224200,individual,2,10716
224201,individual,4,2835
224202,compartido,4,835
224203,individual,1,14156
224204,compartido,2,2670
224205,individual,1,18211
224206,compartido,4,10152
224207,compartido,2,13508
224208,compartido,4,5739
224209,compartido,3,16867
224210,individual,1,17123
224211,compartido,4,17661
224212,individual,2,2714
224213,compartido,4,13433
224214,compartido,4,2083
224215,compartido,2,144
224216,compartido,4,9701
224217,individual,3,9185
224218,individual,2,18050
224219,individual,1,15074
224220,individual,1,1613
224221,individual,4,13874
224222,individual,2,1444
224223,compartido,3,83
224224,compartido,2,11096
224225,individual,3,10221
224226,individual,4,7637
224227,individual,3,6052
224228,compartido,1,19005
224229,compartido,4,8542
224230,compartido,4,833
224231,individual,1,4868
224232,compartido,3,15374
224233,individual,1,17350
224234,individual,3,14191
224235,compartido,4,3785
224236,compartido,1,2883
224237,individual,3,323
224238,individual,4,4684
224239,individual,3,4414
224240,individual,4,13997
224241,individual,4,15658
224242,individual,3,19349
224243,individual,4,7310
224244,individual,1,1666
224245,compartido,2,3672
224246,compartido,2,14641
224247,compartido,4,4214
224248,individual,4,8545
224249,individual,2,643
224250,compartido,3,7369
224251,compartido,4,243
224252,compartido,1,13766
224253,compartido,4,3551
224254,compartido,2,17141
224255,compartido,2,8749
224256,compartido,4,14224
224257,individual,4,16266
224258,individual,2,12910
224259,compartido,3,5524
224260,compartido,1,15187
224261,individual,4,7860
224262,compartido,3,1891
224263,compartido,2,1947
224264,compartido,4,7916
224265,compartido,4,19207
224266,individual,3,16388
224267,individual,2,16107
224268,individual,2,18453
224269,compartido,4,18536
224270,individual,2,451
224271,individual,3,8326
224272,individual,1,19115
224273,compartido,1,10973
224274,individual,4,15855
224275,individual,2,7403
224276,compartido,4,16193
224277,compartido,4,11079
224278,compartido,2,14823
224279,compartido,2,11630
224280,compartido,1,10873
224281,individual,2,8251
224282,individual,4,17699
224283,individual,3,15341
224284,individual,4,6345
224285,individual,4,14303
224286,compartido,2,8926
224287,compartido,3,17566
224288,compartido,3,9747
224289,individual,1,9548
224290,compartido,1,13813
224291,individual,1,16669
224292,individual,2,9508
224293,individual,2,2210
224294,individual,4,17167
224295,compartido,4,6477
224296,individual,3,14800
224297,compartido,1,9503
224298,individual,1,1863
224299,individual,3,16646
224300,individual,3,10082
224301,individual,3,19124
224302,individual,1,972
224303,individual,4,3443
224304,compartido,2,218
224305,individual,4,11165
224306,compartido,2,19747
224307,individual,4,9474
224308,compartido,1,18797
224309,individual,2,9987
224310,individual,2,7969
224311,individual,1,4633
224312,compartido,4,18750
224313,individual,4,12488
224314,individual,1,6470
224315,individual,1,13446
224316,compartido,4,5994
224317,individual,3,16006
224318,individual,1,184
224319,compartido,2,11497
224320,individual,1,3941
224321,compartido,1,19371
224322,compartido,3,4721
224323,individual,1,18337
224324,individual,1,17249
224325,compartido,2,8656
224326,compartido,2,8015
224327,compartido,3,8974
224328,individual,3,8586
224329,individual,4,8099
224330,individual,2,4894
224331,individual,1,4865
224332,compartido,3,1744
224333,compartido,3,10099
224334,individual,2,11322
224335,compartido,4,11100
224336,compartido,2,16827
224337,individual,4,12500
224338,individual,2,634
224339,compartido,4,18005
224340,individual,4,10875
224341,compartido,4,13330
224342,compartido,1,10008
224343,compartido,4,17207
224344,individual,4,15578
224345,individual,4,13652
224346,compartido,3,12182
224347,compartido,1,371
224348,individual,4,15498
224349,individual,1,964
224350,compartido,3,2725
224351,compartido,2,7148
224352,compartido,2,11406
224353,compartido,3,16338
224354,individual,2,1740
224355,compartido,3,18706
224356,individual,1,12468
224357,compartido,4,11250
224358,compartido,2,1897
224359,individual,2,18759
224360,individual,4,11281
224361,individual,4,8302
224362,individual,4,12153
224363,compartido,4,7756
224364,compartido,1,12633
224365,individual,1,3174
224366,individual,2,18636
224367,individual,1,6293
224368,individual,4,18884
224369,compartido,1,16318
224370,individual,2,17747
224371,individual,1,7961
224372,individual,1,12289
224373,compartido,4,8862
224374,individual,3,2203
224375,individual,2,13350
224376,compartido,4,18233
224377,individual,2,15379
224378,individual,1,8695
224379,individual,3,16751
224380,individual,3,17747
224381,compartido,4,4283
224382,individual,1,1330
224383,individual,1,775
224384,compartido,3,14049
224385,compartido,4,14350
224386,compartido,1,4446
224387,individual,3,17518
224388,compartido,1,16192
224389,compartido,1,16323
224390,compartido,3,19879
224391,compartido,3,12416
224392,individual,3,2096
224393,compartido,4,7668
224394,individual,4,19930
224395,individual,1,13872
224396,individual,3,10974
224397,compartido,3,11003
224398,compartido,2,2981
224399,individual,1,19648
224400,compartido,3,10474
224401,individual,4,14118
224402,compartido,1,3925
224403,compartido,1,14813
224404,individual,1,4052
224405,individual,3,14008
224406,compartido,4,3971
224407,compartido,3,4192
224408,compartido,2,17600
224409,compartido,1,8317
224410,compartido,2,3046
224411,individual,3,19840
224412,compartido,2,17785
224413,compartido,1,14960
224414,individual,3,16232
224415,compartido,3,18242
224416,compartido,1,11238
224417,individual,4,6828
224418,compartido,2,10549
224419,individual,1,17973
224420,individual,4,1049
224421,compartido,4,7248
224422,compartido,3,5812
224423,individual,1,12037
224424,individual,4,14153
224425,individual,3,3105
224426,compartido,1,12251
224427,individual,3,12376
224428,individual,1,3051
224429,compartido,2,7322
224430,individual,2,4055
224431,individual,1,13207
224432,individual,4,12146
224433,compartido,1,409
224434,compartido,3,7463
224435,individual,2,14266
224436,individual,2,18668
224437,individual,1,14236
224438,individual,4,8138
224439,compartido,4,1132
224440,compartido,1,3639
224441,compartido,1,15668
224442,compartido,3,746
224443,individual,2,16368
224444,individual,3,7630
224445,compartido,4,4032
224446,individual,4,5532
224447,individual,4,19092
224448,compartido,2,11641
224449,compartido,2,1124
224450,compartido,1,16612
224451,individual,2,6837
224452,individual,4,6894
224453,individual,3,5163
224454,individual,2,19385
224455,compartido,1,8722
224456,compartido,4,10783
224457,compartido,3,15736
224458,individual,2,6924
224459,individual,1,12336
224460,individual,2,11450
224461,compartido,4,10689
224462,compartido,3,16659
224463,individual,3,15462
224464,compartido,1,11827
224465,individual,1,8825
224466,compartido,2,17352
224467,compartido,2,2067
224468,compartido,3,18344
224469,compartido,2,13176
224470,individual,4,19630
224471,compartido,4,7502
224472,individual,3,11047
224473,compartido,4,19267
224474,compartido,4,17531
224475,compartido,1,7454
224476,compartido,1,5959
224477,compartido,4,452
224478,individual,1,300
224479,individual,2,12803
224480,individual,2,14043
224481,individual,3,11806
224482,compartido,1,17609
224483,compartido,3,7596
224484,compartido,3,6519
224485,compartido,1,18010
224486,compartido,2,14671
224487,individual,2,16932
224488,compartido,2,249
224489,individual,4,7412
224490,individual,2,14173
224491,compartido,3,3285
224492,compartido,2,9528
224493,compartido,2,17650
224494,compartido,4,16249
224495,compartido,4,19608
224496,individual,2,6458
224497,individual,2,10365
224498,individual,2,6470
224499,compartido,1,6490
224500,compartido,1,19461
224501,compartido,2,13027
224502,individual,2,8887
224503,individual,2,16569
224504,compartido,3,2431
224505,individual,1,14500
224506,compartido,2,6307
224507,compartido,1,14779
224508,compartido,4,9007
224509,compartido,1,16326
224510,compartido,2,13081
224511,compartido,1,7273
224512,individual,1,9194
224513,individual,2,2387
224514,compartido,4,15254
224515,compartido,3,11298
224516,compartido,2,13767
224517,compartido,2,16943
224518,individual,1,13865
224519,compartido,2,17977
224520,compartido,2,4415
224521,compartido,3,10473
224522,compartido,2,17867
224523,individual,4,13293
224524,individual,3,12661
224525,individual,4,12666
224526,individual,2,6277
224527,individual,2,7615
224528,individual,3,7200
224529,compartido,4,18599
224530,compartido,4,1356
224531,individual,2,4615
224532,individual,1,8308
224533,compartido,1,5321
224534,compartido,1,14843
224535,compartido,3,13368
224536,compartido,4,12058
224537,compartido,3,5541
224538,individual,1,2346
224539,compartido,1,2364
224540,individual,3,9151
224541,compartido,3,1711
224542,compartido,2,3063
224543,compartido,4,6471
224544,individual,4,3570
224545,individual,2,18620
224546,individual,4,17611
224547,compartido,4,2888
224548,individual,2,16793
224549,compartido,3,2462
224550,individual,2,17612
224551,individual,4,5587
224552,compartido,3,19684
224553,individual,2,5567
224554,compartido,1,13111
224555,compartido,1,371
224556,compartido,3,9426
224557,compartido,3,19747
224558,individual,4,2209
224559,compartido,2,14110
224560,compartido,1,6983
224561,compartido,4,2464
224562,compartido,4,8642
224563,compartido,3,18728
224564,individual,1,6974
224565,individual,2,11922
224566,individual,2,10625
224567,compartido,1,12230
224568,compartido,4,19630
224569,compartido,2,16801
224570,individual,1,18049
224571,compartido,1,13899
224572,compartido,2,1575
224573,individual,3,13987
224574,compartido,2,2295
224575,compartido,2,16376
224576,individual,2,14144
224577,individual,1,1550
224578,compartido,1,444
224579,compartido,4,1168
224580,individual,4,5155
224581,compartido,1,6963
224582,compartido,2,5357
224583,compartido,1,4711
224584,individual,2,11042
224585,individual,2,4321
224586,compartido,2,2405
224587,individual,3,2682
224588,individual,2,8857
224589,compartido,2,12971
224590,individual,2,11531
224591,individual,2,5197
224592,compartido,3,12141
224593,individual,4,11652
224594,compartido,4,9555
224595,individual,1,7448
224596,individual,1,18056
224597,compartido,4,18941
224598,individual,2,12667
224599,individual,4,15931
224600,individual,2,19380
224601,individual,2,3409
224602,individual,1,13181
224603,individual,3,15089
224604,individual,4,7542
224605,compartido,3,373
224606,compartido,3,12650
224607,individual,3,8185
224608,individual,4,16186
224609,individual,2,5737
224610,individual,1,11865
224611,compartido,1,7088
224612,compartido,4,6267
224613,compartido,4,17910
224614,individual,4,9940
