ID,TIPOHABITACION,TAMANIO,IDHOTEL
181017,suite,Grande,8909
181018,semisuite,Grande,19420
181019,semisuite,Grande,16536
181020,estandar,Grande,9555
181021,suite,Grande,14836
181022,suite,Grande,13876
181023,estandar,Grande,10732
181024,suite,Grande,14869
181025,estandar,Grande,19114
181026,estandar,Grande,500
181027,estandar,Grande,3985
181028,estandar,Grande,13
181029,estandar,Grande,9772
181030,estandar,Grande,6473
181031,suite,Grande,11393
181032,semisuite,Grande,10705
181033,suite,Grande,4891
181034,semisuite,Grande,5550
181035,estandar,Grande,17958
181036,estandar,Grande,10354
181037,estandar,Grande,9345
181038,estandar,Grande,11447
181039,estandar,Grande,11988
181040,semisuite,Grande,8823
181041,suite,Grande,2714
181042,estandar,Grande,2311
181043,estandar,Grande,6885
181044,semisuite,Grande,17420
181045,estandar,Grande,4999
181046,suite,Grande,10950
181047,semisuite,Grande,10392
181048,suite,Grande,19562
181049,suite,Grande,6969
181050,semisuite,Grande,13692
181051,estandar,Grande,19726
181052,semisuite,Grande,11333
181053,estandar,Grande,3873
181054,semisuite,Grande,15455
181055,estandar,Grande,7742
181056,semisuite,Grande,5179
181057,estandar,Grande,1938
181058,semisuite,Grande,2014
181059,semisuite,Grande,15147
181060,semisuite,Grande,18695
181061,semisuite,Grande,13017
181062,semisuite,Grande,15179
181063,suite,Grande,2368
181064,estandar,Grande,17699
181065,estandar,Grande,10484
181066,suite,Grande,4716
181067,suite,Grande,9454
181068,suite,Grande,15329
181069,semisuite,Grande,5385
181070,semisuite,Grande,19312
181071,semisuite,Grande,16583
181072,semisuite,Grande,860
181073,suite,Grande,16001
181074,suite,Grande,8305
181075,semisuite,Grande,15662
181076,suite,Grande,15984
181077,estandar,Grande,7124
181078,semisuite,Grande,442
181079,estandar,Grande,11384
181080,suite,Grande,9380
181081,estandar,Grande,2352
181082,semisuite,Grande,3486
181083,suite,Grande,15269
181084,semisuite,Grande,736
181085,suite,Grande,2433
181086,suite,Grande,7926
181087,estandar,Grande,9642
181088,semisuite,Grande,19018
181089,suite,Grande,19642
181090,semisuite,Grande,2750
181091,suite,Grande,4847
181092,semisuite,Grande,7166
181093,suite,Grande,6087
181094,semisuite,Grande,13765
181095,estandar,Grande,12299
181096,suite,Grande,15250
181097,suite,Grande,13791
181098,semisuite,Grande,6756
181099,estandar,Grande,15675
181100,estandar,Grande,19816
181101,estandar,Grande,8126
181102,suite,Grande,1953
181103,semisuite,Grande,13892
181104,estandar,Grande,14427
181105,estandar,Grande,18793
181106,estandar,Grande,8289
181107,estandar,Grande,6187
181108,semisuite,Grande,5939
181109,suite,Grande,3642
181110,estandar,Grande,12470
181111,semisuite,Grande,10914
181112,semisuite,Grande,1399
181113,suite,Grande,2118
181114,suite,Grande,2272
181115,suite,Grande,8861
181116,suite,Grande,13671
181117,suite,Grande,4335
181118,estandar,Grande,6164
181119,suite,Grande,9320
181120,semisuite,Grande,5384
181121,estandar,Grande,15649
181122,semisuite,Grande,9980
181123,suite,Grande,501
181124,semisuite,Grande,19282
181125,suite,Grande,18360
181126,estandar,Grande,12864
181127,suite,Grande,5080
181128,suite,Grande,11069
181129,suite,Grande,15853
181130,suite,Grande,7914
181131,estandar,Grande,9691
181132,suite,Grande,6366
181133,suite,Grande,71
181134,suite,Grande,2805
181135,semisuite,Grande,15061
181136,semisuite,Grande,11925
181137,suite,Grande,96
181138,estandar,Grande,14838
181139,semisuite,Grande,1663
181140,suite,Grande,1980
181141,semisuite,Grande,4067
181142,suite,Grande,14116
181143,semisuite,Grande,92
181144,estandar,Grande,4520
181145,estandar,Grande,18773
181146,semisuite,Grande,4357
181147,semisuite,Grande,8945
181148,estandar,Grande,14942
181149,suite,Grande,12579
181150,semisuite,Grande,16226
181151,semisuite,Grande,12043
181152,suite,Grande,8046
181153,semisuite,Grande,2903
181154,estandar,Grande,12724
181155,suite,Grande,1377
181156,semisuite,Grande,9342
181157,suite,Grande,4373
181158,estandar,Grande,3836
181159,suite,Grande,4377
181160,estandar,Grande,6585
181161,semisuite,Grande,6619
181162,suite,Grande,347
181163,semisuite,Grande,12453
181164,suite,Grande,3427
181165,semisuite,Grande,10850
181166,estandar,Grande,13601
181167,semisuite,Grande,14092
181168,suite,Grande,13861
181169,semisuite,Grande,4897
181170,suite,Grande,12177
181171,suite,Grande,8236
181172,estandar,Grande,16339
181173,suite,Grande,4389
181174,semisuite,Grande,16570
181175,estandar,Grande,8903
181176,estandar,Grande,15842
181177,semisuite,Grande,18213
181178,estandar,Grande,4804
181179,estandar,Grande,4827
181180,suite,Grande,6015
181181,suite,Grande,1532
181182,suite,Grande,18570
181183,estandar,Grande,12780
181184,suite,Grande,1945
181185,estandar,Grande,16217
181186,suite,Grande,14896
181187,suite,Grande,17078
181188,estandar,Grande,18479
181189,suite,Grande,15156
181190,suite,Grande,2205
181191,suite,Grande,868
181192,estandar,Grande,13080
181193,estandar,Grande,18453
181194,semisuite,Grande,4793
181195,semisuite,Grande,923
181196,estandar,Grande,17603
181197,semisuite,Grande,2843
181198,suite,Grande,12432
181199,suite,Grande,408
181200,suite,Grande,14339
181201,estandar,Grande,9000
181202,semisuite,Grande,3104
181203,estandar,Grande,9733
181204,estandar,Grande,19858
181205,suite,Grande,4066
181206,estandar,Grande,14959
181207,semisuite,Grande,4934
181208,suite,Grande,11306
181209,suite,Grande,3326
181210,estandar,Grande,17754
181211,suite,Grande,5829
181212,estandar,Grande,46
181213,estandar,Grande,13856
181214,estandar,Grande,6494
181215,semisuite,Grande,12561
181216,estandar,Grande,6
181217,semisuite,Grande,7360
181218,estandar,Grande,11777
181219,suite,Grande,2270
181220,estandar,Grande,3231
181221,estandar,Grande,3152
181222,semisuite,Grande,17154
181223,semisuite,Grande,18152
181224,semisuite,Grande,6640
181225,estandar,Grande,19782
181226,semisuite,Grande,3916
181227,semisuite,Grande,18717
181228,suite,Grande,17188
181229,semisuite,Grande,3851
181230,semisuite,Grande,10704
181231,suite,Grande,15526
181232,estandar,Grande,10287
181233,suite,Grande,19586
181234,semisuite,Grande,14768
181235,semisuite,Grande,4271
181236,estandar,Grande,16076
181237,suite,Grande,5183
181238,suite,Grande,8591
181239,suite,Grande,18192
181240,suite,Grande,8281
181241,estandar,Grande,10516
181242,estandar,Grande,6124
181243,suite,Grande,9760
181244,estandar,Grande,1766
181245,semisuite,Grande,7179
181246,suite,Grande,2514
181247,semisuite,Grande,9951
181248,semisuite,Grande,7691
181249,estandar,Grande,16714
181250,estandar,Grande,11717
181251,estandar,Grande,13431
181252,estandar,Grande,17696
181253,suite,Grande,6682
181254,semisuite,Grande,3785
181255,estandar,Grande,9013
181256,estandar,Grande,7327
181257,semisuite,Grande,14472
181258,estandar,Grande,13557
181259,estandar,Grande,4592
181260,semisuite,Grande,6700
181261,estandar,Grande,651
181262,estandar,Grande,16649
181263,semisuite,Grande,15708
181264,semisuite,Grande,18740
181265,semisuite,Grande,5087
181266,estandar,Grande,15584
181267,suite,Grande,3058
181268,estandar,Grande,6915
181269,suite,Grande,5387
181270,suite,Grande,16764
181271,semisuite,Grande,12928
181272,semisuite,Grande,8594
181273,semisuite,Grande,14647
181274,estandar,Grande,14025
181275,semisuite,Grande,10529
181276,estandar,Grande,5766
181277,semisuite,Grande,14054
181278,estandar,Grande,783
181279,suite,Grande,14292
181280,semisuite,Grande,3129
181281,suite,Grande,11551
181282,suite,Grande,19732
181283,semisuite,Grande,12219
181284,suite,Grande,14432
181285,estandar,Grande,7943
181286,semisuite,Grande,12060
181287,semisuite,Grande,8556
181288,estandar,Grande,5345
181289,estandar,Grande,18498
181290,suite,Grande,7866
181291,suite,Grande,19605
181292,suite,Grande,15327
181293,estandar,Grande,8980
181294,estandar,Grande,14393
181295,estandar,Grande,4810
181296,estandar,Grande,11514
181297,estandar,Grande,6255
181298,semisuite,Grande,1324
181299,estandar,Grande,14259
181300,suite,Grande,3494
181301,estandar,Grande,16713
181302,suite,Grande,11668
181303,estandar,Grande,9799
181304,semisuite,Grande,14192
181305,semisuite,Grande,6024
181306,suite,Grande,10168
181307,estandar,Grande,14960
181308,estandar,Grande,7231
181309,suite,Grande,16517
181310,suite,Grande,1263
181311,semisuite,Grande,16156
181312,semisuite,Grande,17041
181313,suite,Grande,1567
181314,suite,Grande,3328
181315,estandar,Grande,18292
181316,semisuite,Grande,16821
181317,suite,Grande,5693
181318,estandar,Grande,4567
181319,semisuite,Grande,6276
181320,suite,Grande,14869
181321,suite,Grande,177
181322,estandar,Grande,16290
181323,suite,Grande,4664
181324,suite,Grande,18833
181325,estandar,Grande,14539
181326,estandar,Grande,9664
181327,semisuite,Grande,9851
181328,estandar,Grande,12397
181329,suite,Grande,15179
181330,semisuite,Grande,5843
181331,suite,Grande,17115
181332,semisuite,Grande,15997
181333,estandar,Grande,7881
181334,semisuite,Grande,18466
181335,suite,Grande,15366
181336,suite,Grande,4306
181337,estandar,Grande,16025
181338,semisuite,Grande,5072
181339,semisuite,Grande,2236
181340,estandar,Grande,1909
181341,suite,Grande,4893
181342,suite,Grande,440
181343,semisuite,Grande,4791
181344,suite,Grande,9845
181345,semisuite,Grande,14609
181346,estandar,Grande,68
181347,suite,Grande,7635
181348,suite,Grande,16868
181349,semisuite,Grande,1294
181350,semisuite,Grande,4916
181351,semisuite,Grande,18673
181352,estandar,Grande,4366
181353,semisuite,Grande,6315
181354,suite,Grande,12560
181355,estandar,Grande,10700
181356,semisuite,Grande,1544
181357,suite,Grande,16573
181358,suite,Grande,18630
181359,suite,Grande,15218
181360,estandar,Grande,4840
181361,semisuite,Grande,7448
181362,semisuite,Grande,306
181363,semisuite,Grande,13592
181364,estandar,Grande,1547
181365,semisuite,Grande,7885
181366,estandar,Grande,525
181367,estandar,Grande,7694
181368,semisuite,Grande,18023
181369,estandar,Grande,12644
181370,estandar,Grande,14507
181371,suite,Grande,17291
181372,suite,Grande,3085
181373,suite,Grande,9631
181374,semisuite,Grande,8256
181375,suite,Grande,7078
181376,suite,Grande,3215
181377,semisuite,Grande,18726
181378,semisuite,Grande,7321
181379,semisuite,Grande,11877
181380,suite,Grande,468
181381,suite,Grande,11411
181382,estandar,Grande,3790
181383,estandar,Grande,5824
181384,suite,Grande,18628
181385,estandar,Grande,7892
181386,semisuite,Grande,3916
181387,semisuite,Grande,3674
181388,semisuite,Grande,18548
181389,suite,Grande,19670
181390,suite,Grande,12547
181391,semisuite,Grande,10016
181392,estandar,Grande,19866
181393,estandar,Grande,12415
181394,estandar,Grande,1459
181395,estandar,Grande,9752
181396,suite,Grande,1154
181397,semisuite,Grande,5852
181398,semisuite,Grande,16641
181399,suite,Grande,9298
181400,estandar,Grande,13949
181401,suite,Grande,11082
181402,semisuite,Grande,9803
181403,semisuite,Grande,6087
181404,semisuite,Grande,11760
181405,semisuite,Grande,13509
181406,estandar,Grande,14039
181407,semisuite,Grande,7152
181408,semisuite,Grande,1818
181409,semisuite,Grande,19820
181410,estandar,Grande,17474
181411,semisuite,Grande,1840
181412,semisuite,Grande,9183
181413,estandar,Grande,12105
181414,suite,Grande,15474
181415,suite,Grande,11377
181416,estandar,Grande,15750
181417,semisuite,Grande,6987
181418,semisuite,Grande,17863
181419,suite,Grande,11904
181420,estandar,Grande,2738
181421,suite,Grande,4424
181422,semisuite,Grande,3450
181423,semisuite,Grande,10976
181424,estandar,Grande,2131
181425,estandar,Grande,663
181426,estandar,Grande,9844
181427,suite,Grande,1689
181428,suite,Grande,214
181429,semisuite,Grande,7019
181430,suite,Grande,1650
181431,estandar,Grande,70
181432,suite,Grande,5745
181433,estandar,Grande,15496
181434,semisuite,Grande,11013
181435,suite,Grande,3976
181436,estandar,Grande,11162
181437,suite,Grande,18843
181438,suite,Grande,3726
181439,semisuite,Grande,11672
181440,estandar,Grande,3997
181441,estandar,Grande,3575
181442,suite,Grande,10939
181443,estandar,Grande,476
181444,semisuite,Grande,8355
181445,estandar,Grande,5080
181446,suite,Grande,3166
181447,suite,Grande,17598
181448,estandar,Grande,5479
181449,suite,Grande,1001
181450,suite,Grande,4761
181451,estandar,Grande,12484
181452,semisuite,Grande,3899
181453,estandar,Grande,4862
181454,suite,Grande,1781
181455,suite,Grande,6414
181456,estandar,Grande,14494
181457,estandar,Grande,18718
181458,estandar,Grande,5502
181459,semisuite,Grande,13159
181460,suite,Grande,16589
181461,suite,Grande,3933
181462,semisuite,Grande,723
181463,estandar,Grande,5451
181464,estandar,Grande,11877
181465,semisuite,Grande,15175
181466,estandar,Grande,16515
181467,semisuite,Grande,9891
181468,semisuite,Grande,6519
181469,semisuite,Grande,9102
181470,estandar,Grande,6722
181471,estandar,Grande,1366
181472,semisuite,Grande,17543
181473,estandar,Grande,14945
181474,suite,Grande,8996
181475,estandar,Grande,15578
181476,suite,Grande,7375
181477,estandar,Grande,10017
181478,suite,Grande,17750
181479,estandar,Grande,5598
181480,estandar,Grande,17755
181481,semisuite,Grande,3928
181482,suite,Grande,2386
181483,semisuite,Grande,9324
181484,semisuite,Grande,2248
181485,semisuite,Grande,13190
181486,semisuite,Grande,6091
181487,semisuite,Grande,19363
181488,estandar,Grande,16907
181489,suite,Grande,16324
181490,suite,Grande,7644
181491,suite,Grande,717
181492,suite,Grande,11276
181493,estandar,Grande,3076
181494,suite,Grande,5346
181495,suite,Grande,8476
181496,suite,Grande,16900
181497,semisuite,Grande,4701
181498,suite,Grande,11541
181499,estandar,Grande,2981
181500,suite,Grande,6430
181501,suite,Grande,15163
181502,estandar,Grande,6693
181503,semisuite,Grande,911
181504,semisuite,Grande,9232
181505,semisuite,Grande,17779
181506,estandar,Grande,11046
181507,semisuite,Grande,454
181508,semisuite,Grande,8065
181509,semisuite,Grande,3979
181510,estandar,Grande,980
181511,suite,Grande,14653
181512,estandar,Grande,7631
181513,semisuite,Grande,3171
181514,semisuite,Grande,8659
181515,semisuite,Grande,1241
181516,semisuite,Grande,14310
181517,suite,Grande,19209
181518,suite,Grande,14750
181519,semisuite,Grande,11805
181520,estandar,Grande,1002
181521,estandar,Grande,8540
181522,estandar,Grande,1547
181523,semisuite,Grande,13453
181524,semisuite,Grande,15397
181525,semisuite,Grande,11021
181526,estandar,Grande,14536
181527,estandar,Grande,15695
181528,semisuite,Grande,2363
181529,suite,Grande,12368
181530,estandar,Grande,6138
181531,estandar,Grande,15805
181532,suite,Grande,19975
181533,suite,Grande,4365
181534,estandar,Grande,15766
181535,suite,Grande,4402
181536,semisuite,Grande,8992
181537,estandar,Grande,15567
181538,suite,Grande,15762
181539,semisuite,Grande,6567
181540,semisuite,Grande,7288
181541,suite,Grande,10539
181542,estandar,Grande,3233
181543,suite,Grande,17844
181544,suite,Grande,10440
181545,estandar,Grande,5905
181546,suite,Grande,1217
181547,suite,Grande,17731
181548,semisuite,Grande,12442
181549,suite,Grande,4656
181550,semisuite,Grande,6309
181551,semisuite,Grande,15665
181552,estandar,Grande,5185
181553,semisuite,Grande,16135
181554,suite,Grande,6010
181555,semisuite,Grande,12223
181556,estandar,Grande,8111
181557,suite,Grande,5980
181558,suite,Grande,3611
181559,semisuite,Grande,7326
181560,estandar,Grande,13960
181561,suite,Grande,12224
181562,semisuite,Grande,10839
181563,estandar,Grande,17741
181564,semisuite,Grande,18107
181565,estandar,Grande,18874
181566,estandar,Grande,10523
181567,semisuite,Grande,7099
181568,semisuite,Grande,11880
181569,suite,Grande,12594
181570,estandar,Grande,15992
181571,semisuite,Grande,15013
181572,suite,Grande,18980
181573,suite,Grande,19564
181574,suite,Grande,5738
181575,suite,Grande,1219
181576,estandar,Grande,15633
181577,estandar,Grande,10790
181578,suite,Grande,12159
181579,suite,Grande,14739
181580,semisuite,Grande,5164
181581,estandar,Grande,16637
181582,estandar,Grande,11553
181583,semisuite,Grande,18362
181584,estandar,Grande,10079
181585,suite,Grande,19515
181586,suite,Grande,17706
181587,semisuite,Grande,5804
181588,estandar,Grande,8072
181589,suite,Grande,17041
181590,suite,Grande,8329
181591,estandar,Grande,11110
181592,semisuite,Grande,14839
181593,suite,Grande,17747
181594,suite,Grande,6164
181595,semisuite,Grande,15132
181596,estandar,Grande,6392
181597,suite,Grande,12457
181598,suite,Grande,12834
181599,semisuite,Grande,15921
181600,semisuite,Grande,14808
181601,estandar,Grande,6147
181602,estandar,Grande,15685
181603,suite,Grande,11818
181604,estandar,Grande,16837
181605,suite,Grande,16851
181606,suite,Grande,8925
181607,semisuite,Grande,4623
181608,semisuite,Grande,16691
181609,suite,Grande,14393
181610,suite,Grande,16775
181611,suite,Grande,13501
181612,semisuite,Grande,6305
181613,estandar,Grande,11723
181614,estandar,Grande,7562
181615,semisuite,Grande,5756
181616,semisuite,Grande,958
181617,semisuite,Grande,334
181618,suite,Grande,16057
181619,estandar,Grande,3551
181620,estandar,Grande,16671
181621,suite,Grande,7660
181622,estandar,Grande,13498
181623,suite,Grande,4751
181624,estandar,Grande,983
181625,estandar,Grande,12421
181626,estandar,Grande,5817
181627,suite,Grande,14618
181628,semisuite,Grande,1147
181629,semisuite,Grande,17412
181630,semisuite,Grande,15917
181631,suite,Grande,8205
181632,suite,Grande,219
181633,estandar,Grande,11228
181634,suite,Grande,8858
181635,estandar,Grande,2338
181636,estandar,Grande,960
